Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Return
2020-01-17,63.830627755926216,64.16175652277268,63.44105881873491,63.93775939941406,2605000,0.0,0,0.004129711016083393
2020-01-21,63.93776221900164,64.483154296875,63.82088930356745,64.483154296875,2539200,0.0,0,0.008530090866242235
2020-01-22,64.5902807327507,65.03828239348074,64.5902807327507,64.81428527832031,2443300,0.0,0,0.0051351548331648456
2020-01-23,64.83376322134075,65.3694214426439,64.83376322134075,65.35968017578125,1832400,0.0,0,0.008414732880551723
2020-01-24,65.29150643044957,65.97324650537944,65.18437478575923,65.72976684570312,1625200,0.0,0,0.005662308458770804
2020-01-27,65.72003728570243,66.18751410167096,65.0480310035364,65.49603271484375,1627900,0.0,0,-0.0035559860026288526
2020-01-28,65.52524651506434,65.7882087153337,65.13567756344179,65.32072448730469,1857900,0.0,0,-0.0026766236102012675
2020-01-29,65.32072783676352,65.62264026030758,64.79481083966704,65.5544662475586,1697500,0.0,0,0.0035783706027225914
2020-01-30,65.70054863995627,66.30438085403193,65.32072097590509,66.29463958740234,2429700,0.0,0,0.011290967377395322
2020-01-31,66.48942159834712,67.18091036438277,66.18750920078892,66.7231674194336,2939400,0.0,0,0.00646398916561397
2020-02-03,66.83031013351622,67.13222258108583,66.62578807899385,66.69396209716797,1850300,0.0,0,-0.00043770887077398957
2020-02-04,66.46021194794459,66.67447525706609,65.61290740966797,65.61290740966797,2346400,0.0,0,-0.01620918376276681
2020-02-05,65.51550208276736,66.27516484541536,65.22333095597293,66.1388168334961,2119500,0.0,0,0.008015334856974032
2020-02-06,66.26423225751788,66.3328183321026,65.76453691782412,65.96049499511719,1677900,0.408,0,-0.0026961752102071523
2020-02-07,66.31322203303765,66.3524151415029,65.73513302732644,65.78412628173828,1545500,0.0,0,-0.002673853696700812
2020-02-10,65.64695201386209,66.31321988555293,65.64695201386209,66.19564056396484,1380500,0.0,0,0.006255525542197438
2020-02-11,66.28382761531508,66.45039271614482,65.88210386885648,66.00948333740234,1161700,0.0,0,-0.002812227889578578
2020-02-12,65.6959499366152,66.27403148937708,65.61756371665113,65.99968719482422,1337300,0.0,0,-0.0001484050788286284
2020-02-13,66.09766084624225,66.59736361364385,65.8429093897778,66.54837036132812,1624100,0.0,0,0.008313420711892894
2020-02-14,66.76393418273584,67.2440366984303,66.62676203539456,67.12646484375,1365700,0.0,0,0.008686831537467743
