Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Return
2020-01-17,53.50689179592501,54.01816723075716,53.36924143860307,53.74286651611328,677900,0.0,0,0.004225648880383348
2020-01-21,53.556062400096565,53.93951808542658,53.34958308817999,53.91985321044922,498300,0.0,0,0.0032932127705334047
2020-01-22,54.07716403788193,54.42128994511929,53.28075354452979,53.37907791137695,558100,0.0,0,-0.010029242790436044
2020-01-23,53.40857371845086,54.106659849822904,52.94645856777503,53.95917892456055,548900,0.0,0,0.010867572762248034
2020-01-24,54.33279989030238,54.38196394907151,53.22176267511257,53.37907791137695,507100,0.0,0,-0.010750738331185894
2020-01-27,52.30736408447127,52.66132428609234,51.56011393645103,51.884578704833984,572500,0.0,0,-0.02799784606665978
2020-01-28,52.19921180085119,52.966123109344345,51.855085893371204,52.73015213012695,451500,0.0,0,0.01629720133420287
2020-01-29,53.04477992095153,53.113605098967746,51.85508327159586,51.884578704833984,395500,0.0,0,-0.016035861668031393
2020-01-30,51.45196822518051,51.70760409198814,50.871867555552996,51.599449157714844,386600,0.0,0,-0.00549545846254651
2020-01-31,51.530621865438086,51.96323783415139,50.59656099481345,50.67522048950195,806500,0.0,0,-0.017911599509288667
2020-02-03,51.00951470320382,51.74693057135644,50.77353997509091,50.862030029296875,364800,0.0,0,0.0036864080311920233
2020-02-04,51.62894576169647,52.739986815233436,51.039014516834946,52.68099594116211,681300,0.0,0,0.03576274700041471
2020-02-05,53.32991782118903,53.487233058096145,52.61216306769099,53.33974838256836,380800,0.0,0,0.01250455557336072
2020-02-06,53.58555151573421,53.61504694937498,52.89729597548567,53.05461120605469,257600,0.0,0,-0.00534567906973582
2020-02-07,52.749820393835975,52.97596082624172,52.12055565719975,52.15988540649414,556500,0.0,0,-0.016864241942808555
2020-02-10,52.06155970719303,53.03494652781618,51.97306965525538,53.025115966796875,291900,0.0,0,0.016588045651553696
2020-02-11,54.07717047627058,55.610997025482845,53.742875090571424,55.47334289550781,1106000,0.0,0,0.046171081082480914
2020-02-12,55.99444524652036,57.44961209853832,55.699479651638114,57.37095260620117,1253700,0.0,0,0.03420759614699587
2020-02-13,57.154647784834765,58.442665119854006,56.97766767380003,57.80357360839844,1575400,0.0,0,0.007540767279337501
