Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Return
2020-01-17,95.0,96.01000213623047,94.83000183105469,95.68000030517578,1703400,0,0,0.010348504630567357
2020-01-21,95.37999725341797,96.12999725341797,94.7699966430664,95.9000015258789,1549000,0,0,0.0022993438545300116
2020-01-22,96.43000030517578,97.86000061035156,96.19000244140625,97.3499984741211,1162700,0,0,0.015119884516903825
2020-01-23,96.97000122070312,98.19000244140625,96.44999694824219,98.11000061035156,746200,0,0,0.007806904449336072
2020-01-24,98.31999969482422,98.31999969482422,95.88999938964844,96.7300033569336,1096200,0,0,-0.014065816377870521
2020-01-27,95.44000244140625,96.70999908447266,95.12000274658203,95.9800033569336,1015000,0,0,-0.007753540514544355
2020-01-28,96.37000274658203,99.0,96.01000213623047,98.56999969482422,1104600,0,0,0.02698474939888107
2020-01-29,99.0,99.72000122070312,98.44999694824219,98.5,898100,0,0,-0.0007101521258084942
2020-01-30,97.68000030517578,99.37999725341797,97.2300033569336,99.36000061035156,911200,0,0,0.00873097066346773
2020-01-31,99.04000091552734,99.33000183105469,97.0199966430664,97.04000091552734,1231500,0,0,-0.023349433178068146
2020-02-03,96.5,97.54000091552734,94.97000122070312,95.05999755859375,1816700,0,0,-0.020403991531875332
2020-02-04,96.48999786376953,97.19000244140625,95.61000061035156,96.75,1208800,0,0,0.017778271458134265
2020-02-05,97.97000122070312,98.44999694824219,97.13999938964844,97.97000122070312,772000,0,0,0.012609831738533694
2020-02-06,98.16999816894531,98.41999816894531,96.97000122070312,96.97000122070312,955200,0,0,-0.01020720616045756
2020-02-07,96.8499984741211,97.80999755859375,96.20999908447266,96.30000305175781,1026100,0,0,-0.006909334438600201
2020-02-10,95.97000122070312,97.76000213623047,95.93000030517578,97.6500015258789,845600,0,0,0.014018675299475536
2020-02-11,98.25,99.62999725341797,98.05000305175781,98.83999633789062,945100,0,0,0.012186326609491704
2020-02-12,99.19000244140625,99.5199966430664,98.18000030517578,98.2300033569336,654400,0,0,-0.006171519663676794
2020-02-13,97.47000122070312,99.58999633789062,97.33000183105469,98.88999938964844,749900,0,0,0.006718884354677712
2020-02-14,98.58000183105469,99.06999969482422,97.97000122070312,98.80999755859375,729900,0,0,-0.0008089981954541026
2020-02-18,98.95999908447266,99.36000061035156,98.05000305175781,98.2699966430664,767900,0,0,-0.005465043304015094
2020-02-19,98.54000091552734,100.4000015258789,98.3499984741211,100.12999725341797,907300,0,0,0.01892745165248555
2020-02-20,100.73999786376953,103.18000030517578,100.55000305175781,101.9000015258789,1081600,0,0,0.017677063028187723
2020-02-21,101.43000030517578,101.66000366210938,100.38999938964844,101.20999908447266,864400,0,0,-0.006771368312796455
2020-02-24,98.31999969482422,99.41999816894531,97.26000213623047,97.44999694824219,948500,0,0,-0.03715050064462766
2020-02-25,97.77999877929688,98.08000183105469,93.01000213623047,93.29000091552734,1049900,0,0,-0.042688518860850344
2020-02-26,93.97000122070312,94.91999816894531,91.29000091552734,91.30000305175781,988900,0,0,-0.02133130929617466
2020-02-27,89.87999725341797,91.87000274658203,87.62999725341797,88.19000244140625,1507500,0,0,-0.03406353238113813
2020-02-28,85.7699966430664,87.30999755859375,84.01000213623047,87.30999755859375,2582300,0,0,-0.009978510697935206
2020-03-02,87.30000305175781,89.83999633789062,85.22000122070312,89.73999786376953,1827600,0,0,0.027831867748536077
2020-03-03,89.44999694824219,91.13999938964844,84.94999694824219,86.16000366210938,1875500,0,0,-0.039892960629381746
2020-03-04,87.22000122070312,90.7699966430664,86.9000015258789,90.69999694824219,1238200,0,0,0.052692584646782725
2020-03-05,88.02999877929688,88.08000183105469,85.0,85.93000030517578,1439200,0,0,-0.05259092396429077
2020-03-06,83.68000030517578,85.38999938964844,82.13999938964844,85.0,1680200,0,0,-0.010822766226846636
2020-03-09,80.0999984741211,80.5,75.19999694824219,75.20999908447266,2988800,0,0,-0.11517648135914527
2020-03-10,78.13999938964844,80.36000061035156,75.9000015258789,79.79000091552734,2251500,0,0,0.06089618251305429
